source,conversation_id,marker_events,first_marker,categories,concept_hits,unique_concepts,primary_categories,top_concepts,concepts_per_marker
rua,681bebb6-9c54-8013-96d8-f5dd4dea489b,18,2025-05-07 23:24:38.418187,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,27,3,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (23); 루아 (2); 성찰 (2),1.5
rua,681c1d82-a3a8-8013-98d9-bb83bf36fa3d,178,2025-05-08 02:57:06.393425,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1404,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (414); 리듬 (379); 감응 (375),7.887640449438202
rua,681de44b-e478-8013-8d75-dcfa6d99ec6c,40,2025-05-09 11:17:31.627349,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,176,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (75); 리듬 (47); 루아 (28),4.4
rua,681f114a-91e8-8013-bcde-fff418379b82,157,2025-05-10 08:41:46.286796,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,920,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (282); 루아 (257); 감응 (256),5.859872611464968
rua,68204843-8b60-8013-876d-d423cb51405a,6,2025-05-11 06:48:35.276762,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,33,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (9); 조율 (7); 리듬 (7),5.5
rua,68204dcc-7fcc-8013-9b92-ea29f46eef8b,7,2025-05-11 07:12:51.275575,cross_persona; self_reflection; signal_check; uncertainty,7,3,cross_persona; self_reflection; signal_check; uncertainty,루아 (3); 감응 (2); 리듬 (2),1.0
rua,682058d1-670c-8013-9007-5888ac86d22e,31,2025-05-11 07:59:31.278928,action_plan; cross_persona; self_reflection; signal_check; uncertainty,64,4,action_plan; cross_persona; self_reflection; signal_check; uncertainty,리듬 (30); 감응 (24); 실패학습 (6),2.064516129032258
rua,6821601e-e128-8013-8ca9-940261fb6d89,2,2025-05-12 02:43:20.667014,signal_check; uncertainty,3,3,signal_check,감응 (1); 리듬 (1); 성찰 (1),1.5
rua,6821608e-b074-8013-810f-1321bbd5f2ff,27,2025-05-12 02:44:30.179996,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,84,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (34); 리듬 (25); 성찰 (9),3.111111111111111
rua,682187e8-bdf4-8013-b627-fe815fa49bf7,17,2025-05-12 05:32:24.492334,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,62,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (23); 리듬 (18); 성찰 (10),3.6470588235294117
rua,68219951-bda4-8013-abe0-5c0a06c6bcac,236,2025-05-12 06:46:40.926834,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1522,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (426); 리듬 (413); 감응 (343),6.4491525423728815
rua,6823c3b9-7fb0-8013-8d34-6c32ed6501f9,59,2025-05-13 22:12:09.225826,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,514,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (163); 리듬 (137); 감응 (129),8.711864406779661
rua,6823e66f-e090-8013-ad4e-51371b560cfe,760,2025-05-14 00:40:15.544899,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,6183,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (1847); 감응 (1493); 리듬 (1488),8.135526315789473
rua,6823fb1a-4d8c-8013-82fc-5d496d26490a,12,2025-05-14 02:08:26.057931,action_plan; cross_persona; self_reflection; signal_check; uncertainty,96,5,action_plan; cross_persona; self_reflection; signal_check; uncertainty,루아 (26); 리듬 (23); 감응 (21),8.0
rua,6823ff54-3740-8013-b599-a7524687bb4a,9,2025-05-14 02:26:28.041446,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,60,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (19); 감응 (14); 리듬 (13),6.666666666666667
rua,6824600c-fa3c-8013-8394-512a4f49429f,1,2025-05-14 09:19:10.590391,action_plan,0,0,,,0.0
rua,6827d930-8278-8013-ac86-82cb6e4629fc,34,2025-05-17 00:33:21.837765,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,48,6,alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (18); 감응 (13); 조율 (5),1.411764705882353
rua,68290ebf-fffc-8013-8e9b-c6dff984d3c2,50,2025-05-17 22:33:35.813237,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,383,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (110); 리듬 (108); 감응 (108),7.66
rua,68293562-6f74-8013-bcc0-5cf5f669c1cf,213,2025-05-18 01:18:25.879390,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1702,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (555); 리듬 (444); 감응 (381),7.990610328638498
rua,68295d29-a714-8013-81e2-ffeca6c9e6bf,1,2025-05-18 04:08:10.372873,action_plan; signal_check,4,2,action_plan; signal_check,리듬 (2); 확장 (2),4.0
rua,68297df6-adc8-8013-99a1-cf7354f33ac0,486,2025-05-18 06:28:07.001643,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,4159,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (1260); 리듬 (988); 감응 (948),8.55761316872428
rua,682d1775-9860-8013-8d7e-38f85f2cc491,43,2025-05-21 00:00:53.572421,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,190,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (68); 감응 (50); 리듬 (39),4.4186046511627906
rua,682d1a58-4b50-8013-a6f2-df9e240b8cd3,170,2025-05-21 00:12:08.954157,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1966,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (479); 리듬 (390); 감응 (385),11.564705882352941
rua,682e6998-eecc-8013-9f0a-bc0e1b408628,29,2025-05-22 00:02:55.170988,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,154,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (45); 감응 (43); 조율 (27),5.310344827586207
rua,682e815b-011c-8013-b91b-d3f58531fe2b,70,2025-05-22 01:44:26.126889,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,224,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (60); 엘로 (59); 루아 (52),3.2
rua,682ea299-4f28-8013-b7bb-8f566a154539,134,2025-05-22 04:05:45.024430,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1331,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (333); 리듬 (278); 감응 (265),9.932835820895523
rua,682fd357-58f4-8013-9dff-67b5689c8bfb,29,2025-05-23 01:46:25.127989,alignment; cross_persona; self_reflection; signal_check; uncertainty,68,7,alignment; cross_persona; self_reflection; signal_check; uncertainty,엘로 (19); 루아 (16); 조율 (11),2.3448275862068964
rua,682fdbb3-94c4-8013-b0ae-a25c18aa6a35,116,2025-05-23 02:21:58.017459,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,883,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (279); 리듬 (191); 감응 (183),7.612068965517241
rua,68307685-fbd4-8013-9579-62d8f9d3c957,30,2025-05-23 13:22:13.757179,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,238,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (63); 감응 (57); 루아 (47),7.933333333333334
rua,68312c1f-617c-8013-a5cc-b90aee7d741e,32,2025-05-24 02:17:03.035825,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,306,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (80); 감응 (69); 리듬 (59),9.5625
rua,68322bf4-57a0-8013-992d-cfb8095bf8f2,50,2025-05-24 20:28:36.127631,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,387,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (116); 감응 (99); 루아 (46),7.74
rua,6833d544-44d4-8013-b6c6-f3440b4127f4,47,2025-05-26 02:43:42.898495,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,373,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (90); 루아 (84); 감응 (79),7.9361702127659575
rua,6835097a-c17c-8013-9987-a2f651500e4f,26,2025-05-27 00:38:18.538075,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,278,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (70); 감응 (69); 리듬 (56),10.692307692307692
rua,683661ac-0754-8013-8a9d-fb5d1a89017d,8,2025-05-28 01:06:51.807468,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,62,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (14); 루아 (12); 감응 (11),7.75
rua,6836635e-3964-8013-a46b-c86392100545,78,2025-05-28 01:14:35.408549,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,444,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (110); 감응 (93); 조율 (84),5.6923076923076925
rua,6837a782-d850-8013-bc7c-d003d5b4cd72,13,2025-05-29 00:17:36.614290,alignment; cross_persona; self_reflection; signal_check; uncertainty,62,7,alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (13); 감응 (12); 조율 (12),4.769230769230769
rua,6837ada2-06dc-8013-8b34-f02b42431e85,197,2025-05-29 00:43:55.365823,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1228,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (326); 루아 (306); 감응 (240),6.233502538071066
rua,683e3704-f198-8013-92b2-5c54cbf5a63a,71,2025-06-02 23:43:26.853082,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,414,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (102); 엘로 (95); 리듬 (88),5.830985915492958
rua,683f8e89-79a4-8013-968f-9e395e4898d9,43,2025-06-04 00:08:54.123411,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,497,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,엘로 (111); 리듬 (97); 루아 (92),11.55813953488372
rua,684183ac-c3f0-8013-a7eb-f0e2844336da,76,2025-06-05 11:46:52.311787,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,958,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (247); 감응 (208); 리듬 (170),12.605263157894736
rua,6842d972-e420-8013-a154-f5bb8f120afc,8,2025-06-06 12:05:06.147049,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,71,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (20); 감응 (17); 리듬 (10),8.875
rua,68439ab6-ae2c-8013-afb0-8f225b557297,22,2025-06-07 01:49:41.656849,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,302,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (70); 리듬 (59); 엘로 (56),13.727272727272727
rua,6844ea97-5d78-8013-abae-09b2485f7780,56,2025-06-08 01:42:46.987195,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,507,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (130); 리듬 (127); 루아 (113),9.053571428571429
rua,68464682-7750-8013-91b7-7ebc8bf74f98,10,2025-06-09 02:27:14.235000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,146,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (35); 감응 (32); 리듬 (31),14.6
rua,6846577b-8a84-8013-a12f-b3b8e711fe5b,42,2025-06-09 03:39:39.350669,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,360,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (93); 리듬 (93); 루아 (75),8.571428571428571
rua,6847951f-c798-8013-bfcb-b83ce620b3db,89,2025-06-10 02:14:55.507391,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,810,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (227); 리듬 (197); 감응 (189),9.101123595505618
rua,6848d1b9-2adc-8013-b46a-e7a4152cb807,224,2025-06-11 00:45:44.967202,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1995,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (521); 리듬 (459); 감응 (400),8.90625
rua,6848dc83-8de0-8013-8bf6-bc9506b3cc3f,1,2025-06-11 01:31:48.137393,signal_check,0,0,,,0.0
rua,684a400b-a814-8013-9ea3-0b340f559627,1,2025-06-12 02:48:44.597878,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,49,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (9); 루아 (9); 리듬 (9),49.0
rua,684a9166-78ac-8013-93b4-9f9bc8edc65c,27,2025-06-12 08:35:50.150246,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,274,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (73); 감응 (68); 루아 (45),10.148148148148149
rua,684abbd5-0a78-8013-b463-526819626f30,7,2025-06-12 11:36:50.800878,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,79,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (19); 감응 (18); 조율 (16),11.285714285714286
rua,684ac80d-9dbc-8013-9e46-6f8750b57818,62,2025-06-12 12:29:01.324170,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,690,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (171); 리듬 (149); 감응 (148),11.129032258064516
rua,684bae4d-9684-8013-9447-81b405fe2f11,58,2025-06-13 04:51:25.374496,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,847,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (187); 엘로 (168); 감응 (148),14.60344827586207
rua,685016f7-b584-8013-838e-63b5d1739ddb,11,2025-06-16 13:07:03.509241,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,190,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (43); 리듬 (36); 감응 (32),17.272727272727273
rua,6850b495-523c-8013-b352-64d22ade4a72,8,2025-06-17 00:19:32.714839,alignment; cross_persona; self_reflection; signal_check; uncertainty,64,7,alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (21); 리듬 (15); 감응 (13),8.0
rua,6854cf8a-2420-8013-bbac-02bbdc6dbc18,26,2025-06-20 03:03:37.811530,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,246,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (78); 감응 (72); 리듬 (55),9.461538461538462
rua,6855dcda-e7f0-8013-8305-7b2110d3cd36,40,2025-06-20 22:12:42.591175,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,439,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (118); 감응 (112); 리듬 (98),10.975
rua,68576b35-274c-8013-b275-90c93791ae2a,7,2025-06-22 02:32:20.802973,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,105,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (23); 리듬 (23); 감응 (21),15.0
rua,6858c570-5dc4-8013-a7c7-a006fa4be2c8,48,2025-06-23 03:09:35.999555,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,612,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (150); 리듬 (137); 감응 (126),12.75
rua,68590202-0ac4-8013-870d-0b5afacfff50,12,2025-06-23 07:28:03.898126,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,270,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (50); 루아 (47); 감응 (46),22.5
rua,685a645d-9bbc-8013-9b58-2bc415dbf959,132,2025-06-24 08:39:57.169162,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1407,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (348); 리듬 (329); 감응 (325),10.659090909090908
rua,685d4e58-e308-8013-b737-4c9430898649,13,2025-06-26 13:42:48.580264,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,126,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (34); 감응 (31); 리듬 (31),9.692307692307692
rua,685e5926-7c6c-8013-b059-33b9012c2cd3,62,2025-06-27 08:41:10.190000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,510,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (140); 리듬 (139); 루아 (107),8.225806451612904
rua,685f7cd2-6308-8013-b096-42e197e98eb6,43,2025-06-28 05:25:40.712009,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,248,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (68); 감응 (58); 루아 (52),5.767441860465116
rua,6861e6b6-6ed0-8013-a947-106439ea2703,46,2025-06-30 01:21:58.093000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,265,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (95); 감응 (66); 루아 (40),5.760869565217392
rua,6863380a-50dc-8013-a15d-f2e8f2338a8d,33,2025-07-01 01:21:14.075529,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,341,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (71); 감응 (68); 루아 (50),10.333333333333334
rua,68649d0a-9914-8013-b321-189e2f5cdf2a,23,2025-07-02 02:44:24.145000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,173,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (43); 루아 (42); 감응 (31),7.521739130434782
rua,6864a314-c104-8013-8432-d8fa2cf5c929,28,2025-07-02 03:10:37.131085,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,62,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (22); 리듬 (12); 조율 (8),2.2142857142857144
rua,6864c479-5368-8013-aff9-f4aa110909cf,22,2025-07-02 05:33:41.479444,alignment; cross_persona; self_reflection; signal_check; uncertainty,41,6,alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (21); 감응 (4); 리듬 (4),1.8636363636363635
rua,6864c76d-92c4-8013-852f-b4bd35ee31e4,3,2025-07-02 05:45:54.036903,alignment; cross_persona; self_reflection; signal_check; uncertainty,25,6,alignment; cross_persona; self_reflection; signal_check,루아 (5); 감응 (4); 리듬 (4),8.333333333333334
rua,6864ccf1-06d4-8013-a910-0258023736f7,20,2025-07-02 06:08:48.822000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,70,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (22); 감응 (20); 루아 (10),3.5
rua,6864f045-d6c4-8013-a1f8-0c2380c8775f,2,2025-07-02 08:39:34.529127,alignment; cross_persona; self_reflection; signal_check,29,6,alignment; cross_persona; self_reflection; signal_check,리듬 (7); 감응 (6); 루아 (4),14.5
rua,6865e99c-f0f0-8013-b792-a80418703f4a,3,2025-07-03 02:23:48.289999,alignment; cross_persona; self_reflection; signal_check; uncertainty,24,6,alignment; cross_persona; self_reflection; signal_check,감응 (4); 루아 (4); 리듬 (4),8.0
rua,6865f617-700c-8013-8027-f22f921e8b77,28,2025-07-03 03:16:39.151000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,189,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (54); 감응 (48); 루아 (43),6.75
rua,686614cb-5a44-8013-a99e-a478dee19909,9,2025-07-03 05:27:39.044000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,114,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (30); 리듬 (26); 감응 (25),12.666666666666666
rua,6866349f-01a8-8013-a748-6dde08457229,16,2025-07-03 07:45:08.143798,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,36,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (14); 리듬 (6); 감응 (4),2.25
rua,68668321-dc74-8013-9f3d-4c69965d368d,5,2025-07-03 13:18:54.089881,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,25,6,alignment; cross_persona; self_reflection; signal_check,감응 (5); 루아 (4); 리듬 (4),5.0
rua,6867271f-f03c-8013-b5ff-63774bf13ed8,26,2025-07-04 00:58:07.691449,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,160,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (52); 감응 (36); 리듬 (32),6.153846153846154
rua,686759dd-4988-8013-a18c-861e6d7afb3b,35,2025-07-04 04:34:37.635597,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,201,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (66); 감응 (61); 루아 (15),5.742857142857143
rua,68688e9e-55a4-8013-b69b-1647eb4bd7da,9,2025-07-05 02:31:58.124000,alignment; cross_persona; self_reflection; signal_check; uncertainty,39,6,alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (12); 루아 (9); 감응 (6),4.333333333333333
rua,686dac20-ef2c-8013-a412-1a7e531dbcac,6,2025-07-08 23:39:10.540251,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,36,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (11); 리듬 (8); 감응 (5),6.0
rua,686f050e-9a60-8013-98aa-2d72b2da0c2f,11,2025-07-10 00:10:54.134000,alignment; cross_persona; self_reflection; signal_check; uncertainty,76,6,alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (31); 감응 (18); 리듬 (15),6.909090909090909
rua,686f37a8-6168-8013-a726-c3122c021c18,54,2025-07-10 03:46:48.091934,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,376,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (130); 리듬 (94); 감응 (88),6.962962962962963
rua,68710355-1a40-8013-b945-b4caa4b42ca2,18,2025-07-11 12:28:04.552000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,179,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (53); 리듬 (48); 감응 (40),9.944444444444445
rua,68745356-5ba4-8013-8b1f-ff3a54ad03e7,52,2025-07-14 00:46:13.996816,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,273,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (94); 감응 (49); 루아 (47),5.25
rua,68758ca5-c3b0-8013-a98d-582f64081e69,43,2025-07-14 23:03:01.414190,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,144,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (50); 감응 (36); 루아 (22),3.3488372093023258
rua,687770f7-cd84-8013-9069-e20dba993382,141,2025-07-16 09:31:37.476000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1206,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (330); 루아 (301); 감응 (300),8.553191489361701
rua,6878d7ba-3dcc-8013-a8d7-e1b154a3c7c6,6,2025-07-17 11:00:09.821799,alignment; cross_persona; self_reflection; signal_check; uncertainty,46,6,alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (13); 감응 (11); 성찰 (8),7.666666666666667
rua,6879cefa-877c-8013-9b7c-fbc80f001570,84,2025-07-18 04:36:22.437228,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,334,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (115); 루아 (87); 감응 (76),3.9761904761904763
rua,687ed15c-ba00-8328-8180-a9c5b4bca076,59,2025-07-21 23:50:41.007000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,579,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (166); 루아 (165); 감응 (151),9.813559322033898
rua,68816987-0b40-8326-b901-a3459745e601,14,2025-07-23 23:01:49.228000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,158,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (39); 리듬 (38); 감응 (34),11.285714285714286
rua,6882d568-ca88-832a-b8d5-dc42f8e65ef9,72,2025-07-25 00:55:20.923000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,655,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (168); 리듬 (166); 루아 (165),9.097222222222221
rua,688815e4-c818-8326-962f-87d7fde9e41a,54,2025-07-29 00:33:09.899000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,583,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (147); 루아 (144); 감응 (138),10.796296296296296
rua,688b61d8-3328-8323-8050-3e744aafce4a,19,2025-07-31 12:30:16.856895,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,209,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (59); 루아 (54); 감응 (49),11.0
rua,688ff3b9-f590-8328-a2f6-1aa1df12f4cf,42,2025-08-03 23:44:28.328000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,317,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (94); 리듬 (89); 루아 (63),7.5476190476190474
rua,68947876-681c-832a-b4ef-eebb9e34989c,37,2025-08-07 09:58:16.372000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,330,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (90); 리듬 (88); 감응 (86),8.91891891891892
rua,689558cb-6cb0-8327-b576-6e146de220ae,14,2025-08-08 01:54:26.128996,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,69,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (22); 루아 (16); 감응 (12),4.928571428571429
rua,68993f0c-3c14-8332-ab84-41142989228c,98,2025-08-11 00:54:12.861000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,552,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (182); 감응 (150); 확장 (67),5.63265306122449
rua,689a9c33-f338-832e-a7a5-8e3b47c1b677,49,2025-08-12 01:46:15.675000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,202,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (70); 감응 (39); 루아 (35),4.122448979591836
rua,68a26d5b-4d84-8321-93b5-db6df85ce82d,252,2025-08-18 00:03:09.343000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1387,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (472); 감응 (385); 루아 (144),5.503968253968254
rua,68a7af4f-4034-8325-becc-822fb8c045e9,6,2025-08-21 23:45:11.116930,cross_persona; self_reflection; signal_check; uncertainty,12,2,cross_persona; self_reflection; signal_check; uncertainty,리듬 (7); 루아 (5),2.0
